"BIOCODE","RB_BIOCODE","CIU_BIOCODE","INACTIVE","DNCDN","TAXONOMIC","TAXON","RANK","CATEGORY","PBC","PARENT_BC","ADD_DATE","END_DATE","RE_ADD_DATE","IWOE_DATE","COMMENTS","RANK_NOTES","UPDATED_TAXON","CHANGE_REASON","KEEP_REASON","GOM_FC","MIN_M_FC","MAX_M_FC","EXCLUDE","EXCLUDE_COMMENT"
"693100100","693180100","693180100","1","1","CLYPEASTER","CLYPEASTER","GENUS","3","0","693100000",,"2/1/2019 0:00",,,,,,,,,,,,
"693100101","693180101","693180101","1","1","CLYPEASROSSAC","CLYPEASTER ROSSACEA","SPECIES","3","0","693100100",,"2/1/2019 0:00",,,,,,,,,,,,
"693100102","693180102","693180102","1","1","CLYPEASSUBDEP","CLYPEASTER SUBDEPRESSUS","SPECIES","3","0","693100100",,"2/1/2019 0:00",,,,,,,,,,,,
"693100103","693180103","693180103","1","1","CLYPEASPROSTR","CLYPEASTER PROSTRATUS","SPECIES","3","0","693100100",,"2/1/2019 0:00",,,,,,,,,,,,
"693100104","693180103","693180103","1","1","CLYPEASRAVENE","CLYPEASTER RAVENELII","SPECIES","3","0","693100100",,"2/1/2019 0:00",,,,,,,,,,,,
"693100105","693180105","693180105","1","1","CLYPEASCHESHE","CLYPEASTER CHESHERI","SPECIES","3","0","693100100","6/15/2013 0:00","2/1/2019 0:00",,,"added for GSMFC 06/15/2013",,,,,,,,,
"693100106","693180106","693180106","1","1","CLYPEASLUETKE","CLYPEASTER LUETKENI","SPECIES","3","0","693100100","10/17/2017 0:00","2/1/2019 0:00",,,"ADDED FOR TRAWL QA/QC",,,,,,,,,
"693110000",,"693110000","0",,"BRISSIDAE","BRISSIDAE","FAMILY","3","0",,,,,,,,,,,,,,,
"693110100",,"693110100","0",,"BRISSOPSIS","BRISSOPSIS","GENUS","3","1","693110000",,,,,,,,,,,,,,
"693110101",,"693110101","0",,"BRISSOPALTA","BRISSOPSIS ALTA","SPECIES","3","1","693110100",,,,,,,,,,,,,,
"693110102",,"693110102","0",,"BRISSOPATLANT","BRISSOPSIS ATLANTICA","SPECIES","3","1","693110100",,,,,,,,,,,,,,
"693110200",,"693110200","0",,"MEOMA","MEOMA","GENUS","3","1","693110000",,,,,,,,,,,,,,
"693110201",,"693110201","0",,"MEOMA  VENTRI","MEOMA VENTRICOSA","SPECIES","3","1","693110200",,,,,,,,,,,,,,
"693110202",,"693110202","0",,"MEOMA  VENFRA","MEOMA VENTRICOSA FRANGIBILIS","SUBSPECIES","3","1","693110200","2/1/2019 0:00",,,,,,,,,,,,,
"693110203",,"693110203","0",,"MEOMA  VENGRA","MEOMA VENTRICOSA GRANDIS","SUBSPECIES","3","1","693110200","2/1/2019 0:00",,,,,,,,,,,,,
"693110204",,"693110204","0",,"MEOMA  VENVEN","MEOMA VENTRICOSA VENTRICOSA","SUBSPECIES","3","1","693110200","2/1/2019 0:00",,,,,,,,,,,,,
"693120000",,"693120000","0",,"ECHINONEIDAE","ECHINONEIDAE","FAMILY","3","0",,"3/14/2017 0:00",,,,,,,,,,,,,
"693120100",,"693120100","0",,"ECHINONEUS","ECHINONEUS","GENUS","3","1","693120000","3/14/2017 0:00",,,,,,,,,,,,,
"693120101",,"693120101","0",,"ECHINONCYCLOS","ECHINONEUS CYCLOSTOMUS","SPECIES","3","1","693120100","3/14/2017 0:00",,,,,,,,,,,,,
"693150000",,"693150000","0",,"MELLITIDAE","MELLITIDAE","FAMILY","3","0",,"3/14/2017 0:00",,,,,,,,,,,,,
"693150100",,"693150100","0",,"MELLITA","MELLITA","GENUS","3","1","693150000","3/14/2017 0:00",,,,,,,,,,,,,
"693150103",,"693150103","0",,"MELLITAQUINQU","MELLITA QUINQUIESPERFORATA","SPECIES","3","1","693150100","3/14/2017 0:00",,,,,,,,,,,,,
"693150200",,"693150200","0",,"ENCOPE","ENCOPE","GENUS","3","0","693150000","3/14/2017 0:00",,,,,,,,,,,,,
"693150201",,"693150201","0",,"ENCOPE EMARGI","ENCOPE EMARGINATA","SPECIES","3","0","693150200","3/14/2017 0:00",,,,,,,,,,,,,
"693150202",,"693150202","0",,"ENCOPE MICHEL","ENCOPE MICHELINI","SPECIES","3","0","693150200","3/14/2017 0:00",,,,,,,,,,,,,
"693150203",,"693150203","0",,"ENCOPE ABERRA","ENCOPE ABERRANS","SPECIES","3","0","693150200","3/14/2017 0:00",,,,,,,,,,,,,
"693150300",,"693150300","0",,"LEODIA","LEODIA","GENUS","3","0","693150000","3/14/2017 0:00",,,,,,,,,,,,,
"693150301",,"693150301","0",,"LEODIA SEXIES","LEODIA SEXIESPERFORATA","SPECIES","3","0","693150300","3/14/2017 0:00",,,,,,,,,,,,,
"693180000",,"693180000","0",,"CLYPEASTERIDA","CLYPEASTERIDAE","FAMILY","3","0",,"2/1/2019 0:00",,,,"replacing misspelled family name WITH species moved to new family name",,,,,,,,,
"693180100",,"693180100","0",,"CLYPEASTER","CLYPEASTER","GENUS","3","0","693180000","2/1/2019 0:00",,,,,,,,,,,,,
"693180101","693180108","693180108","1","1","CLYPEASROSSAC","CLYPEASTER ROSSACEA","SPECIES","3","0","693180100","2/1/2019 0:00","2/11/2021 0:00",,,,,,,,,,,,
"693180102",,"693180102","0",,"CLYPEASSUBDEP","CLYPEASTER SUBDEPRESSUS","SPECIES","3","0","693180100","2/1/2019 0:00",,,,,,,,,,,,,
"693180103",,"693180103","0",,"CLYPEASPROSTR","CLYPEASTER PROSTRATUS","SPECIES","3","0","693180100","2/1/2019 0:00",,,,,,,,,,,,,
"693180104",,"693180104","0",,"CLYPEASRAVENE","CLYPEASTER RAVENELII","SPECIES","3","0","693180100","2/1/2019 0:00",,,,,,,,,,,,,
"693180105",,"693180105","0",,"CLYPEASCHESHE","CLYPEASTER CHESHERI","SPECIES","3","0","693180100","2/1/2019 0:00",,,,,,,,,,,,,
"693180106",,"693180106","0",,"CLYPEASLUETKE","CLYPEASTER LUETKENI","SPECIES","3","0","693180100","2/1/2019 0:00",,,,,,,,,,,,,
"693180107",,"693180107","0",,"CLYPEASLAMPRU","CLYPEASTER LAMPRUS","SPECIES","3","0","693180100","2/1/2019 0:00",,,,"NEW ADD",,,,,,,,,
"693200000",,"693200000","0",,"TOXOPNEUSTIDA","TOXOPNEUSTIDAE","FAMILY","3","0",,"1/1/2020 0:00",,,,,,,,,,,,,
"693200100",,"693200100","0",,"LYTECHINUS","LYTECHINUS","GENUS","3","1","693200000","1/1/2020 0:00",,,,,,,,,,,,,
"693200101",,"693200101","0",,"LYTECHIVARIEG","LYTECHINUS VARIEGATUS","SPECIES","3","1","693200100","1/1/2020 0:00",,,,,,,,,,,,,
"693200102",,"693200102","0",,"LYTECHIEUERCE","LYTECHINUS EUERCES","SPECIES","3","1","693200100","1/1/2020 0:00",,,,"ADDED FOR GSMFC",,,,,,,,,
"693200103",,"693200103","0",,"LYTECHIVARCAR","LYTECHINUS VARIEGATUS CAROLINUS","SUBSPECIES","3","1","693200100","1/1/2020 0:00",,,,"ADDED FOR GSMFC",,,,,,,,,
"693210000",,"693210000","0",,"HISTOCIDARIDA","HISTOCIDARIDAE","FAMILY","3","0",,"2/11/2021 0:00",,,,,,,,,,,,,
"693210100",,"693210100","0",,"HISTOCIDARIS","HISTOCIDARIS","GENUS","3","1","693210000","2/11/2021 0:00",,,,,,,,,,,,,
"693210101",,"693210101","0",,"HISTOCISHARRE","HISTOCIDARIS SHARRERI","SPECIES","3","1","693210100","2/11/2021 0:00",,,,,,,,,,,,,
"694000000",,"694000000","0",,"HOLOTHUROIDEA","HOLOTHUROIDEA","CLASS","3","0",,,,,,,,,,,,,,,
"694000050",,"694000050","0",,"ASPIDOCHIROTI","ASPIDOCHIROTIDA","ORDER","3","0",,"6/15/2013 0:00",,,,"added for GSMFC on 06/15/2013","no longer valid order",,,,,,,,
"694010000",,"694010000","0",,"HOLOTHURIIDAE","HOLOTHURIIDAE","FAMILY","3","0",,,,,,,,,,,,,,,
"694010100",,"694010100","0",,"HOLOTHURIA","HOLOTHURIA","GENUS","3","0","694010000",,,,,,,,,,,,,,
"694010101",,"694010101","0",,"HOLOTHULENTIG","HOLOTHURIA LENTIGINOSA","SPECIES","3","0","694010100",,,,,,,,,,"1","69","466",,
"694010102",,"694010102","0",,"HOLOTHUPRINCE","HOLOTHURIA PRINCEPS","SPECIES","3","0","694010100","3/3/2017 0:00",,,,"ADDED FOR GSMFC",,,,,"1","0","73",,
"694010103",,"694010103","0",,"HOLOTHUSURINA","HOLOTHURIA SURINAMENSIS","SPECIES","3","0","694010100","3/3/2017 0:00",,,,"ADDED FOR GSMFC",,,,,"1","0","42",,
"694010104",,"694010104","0",,"HOLOTHUFLORID","HOLOTHURIA FLORIDANA","SPECIES","3","0","694010100","3/3/2017 0:00",,,,"ADDED TRAWL QA/QC",,,,,"1","0","2",,
"694010105",,"694010105","0",,"HOLOTHUOCCIDE","HOLOTHURIA OCCIDENTALIS","SPECIES","3","0","694010100","1/1/2020 0:00",,,,"ADDED FL TRAWL EFFORT",,,,,"1","69","457",,
"694020000",,"694020000","0",,"CUCUMARIIDAE","CUCUMARIIDAE","FAMILY","3","0",,,,,,,,,,,"1",,,,
"694020100",,"694020100","0",,"EUTHYONACTA","EUTHYONACTA","GENUS","3","0","694020000",,,,,,,,,,"1",,,,
"694020101",,"694020101","0",,"EUTHYONSOLIDA","EUTHYONACTA SOLIDA","SPECIES","3","0","694020100",,,,,,,,,,"1",,,,
"694020200",,"694020200","0",,"OCNUS","OCNUS","GENUS","3","0","694020000",,,,,,,,,,"1",,,,
"694020201",,"694020201","0",,"OCNUS  PYGMAE","OCNUS PYGMAEUS","SPECIES","3","0","694020200",,,,,,,,,,"1",,,,
"694020300",,"694020300","0",,"THYONELLA","THYONELLA","GENUS","3","0","694020000",,,,,,,,,,"1",,,,
"694020301",,"694020301","0",,"THYONELPERVIC","THYONELLA PERVICAX","SPECIES","3","0","694020300",,,,,,,,,,"1",,,,
"694020302",,"694020302","0",,"THYONELGEMMAT","THYONELLA GEMMATA","SPECIES","3","0","694020300",,,,,,,,,,"1",,,,
"694030000",,"694030000","0",,"DENDROCHIROTI","DENDROCHIROTIDAE","FAMILY","3","0",,"9/16/2002 0:00",,,,,,"DENDROCHIROTIDA","1","5","1",,,,
"694040000",,"694040000","0",,"PHYLLOPHORIDA","PHYLLOPHORIDAE","FAMILY","3","0",,,,,,,,,,,"1",,,,
"694040100",,"694040100","0",,"THYONE","THYONE","GENUS","3","0","694040000",,,,,,,,,,"1",,,,
"694040101",,"694040101","0",,"THYONE CRASSI","THYONE CRASSIDISCA","SPECIES","3","0","694040100",,,,,,,,,,"1",,,,
"694040200",,"694040200","0",,"PENTAMERA","PENTAMERA","GENUS","3","0","694040000",,,,,,,,,,"1",,,,
"694040201",,"694040201","0",,"PENTAMEPULCHE","PENTAMERA PULCHERRIMA","SPECIES","3","0","694040200",,,,,,,,,,"1",,,,
"694040300",,"694040300","0",,"ALLOTHYONE","ALLOTHYONE","GENUS","3","0","694040000",,,,,,,,,,"1",,,,
"694040301",,"694040301","0",,"ALLOTHYMEXICA","ALLOTHYONE MEXICANA","SPECIES","3","0","694040300",,,,,,,,,,"1",,,,
"694050000",,"694050000","0",,"MOLPADIIDAE","MOLPADIIDAE","FAMILY","3","0",,,,,,,,,,,,,,,
"694050100",,"694050100","0",,"MOLPADIA","MOLPADIA","GENUS","3","0","694050000",,,,,,,,,,,,,,
"694050101",,"694050101","0",,"MOLPADICUBANA","MOLPADIA CUBANA","SPECIES","3","0","694050100",,,,,,,,,,"1",,,,
"694050102",,"694050102","0",,"MOLPADIBARBOU","MOLPADIA BARBOURI","SPECIES","3","0","694050100",,,,,,,,,,"1",,,,
"694050103",,"694050103","0",,"MOLPADIOOLITI","MOLPADIA OOLITICA","SPECIES","3","0","694050100","9/29/2017 0:00",,,,"added for trawl data qa/qc",,,,,"1",,,,
"694050200","694080200","694080200","1","1","PARACAUDINA","PARACAUDINA","GENUS","3","0","694050000",,"2/11/2021 0:00",,,,,,,,,,,,
"694050201","694080201","694080202","1","1","PARACAUCHILEN","PARACAUDINA CHILENSIS_OBESACAUDA","SUBSPECIES","3","0","694050200","8/2/2002 0:00","2/11/2021 0:00",,,,,"PARACAUDINA CHILENSIS OBESACAUDA","1",,,,,,
"694060000",,"694060000","0",,"SYNAPTIDAE","SYNAPTIDAE","FAMILY","3","0",,,,,,,,,,,"1",,,,
"694060100",,"694060100","0",,"PROTANKYRA","PROTANKYRA","GENUS","3","1","694060000",,,,,,,,,,"1",,,,
"694060101",,"694060101","0",,"PROTANKGRAYI","PROTANKYRA GRAYI","SPECIES","3","1","694060100",,,,,,,,,,"1",,,,
"694080000",,"694080000","0",,"CAUDINIDAE","CAUDINIDAE","FAMILY","3","0",,"2/11/2021 0:00",,,,,"MISPELLED FAMILY Molpadidae","MOLPADIA","1",,,,,,
"694080100",,"694080100","0",,"CAUDINA","CAUDINA","GENUS","3","1","694080000","2/11/2021 0:00",,,,,,,,,,,,,
"694080101",,"694080101","0",,"CAUDINAARENAT","CAUDINA ARENATA","SPECIES","3","1","694080100","2/11/2021 0:00",,,,,,,,,,,,,
"697000000",,"697000000","0",,"AQUATIC INVER","AQUATIC INVERTEBRATES","FAO GROUPING","3","0",,,,,,,,,,,,,,,
"698000000",,"698000000","0",,"INVERTEBRATES","INVERTEBRATES GENERAL","FAO GROUPING","3","0",,,,,,,,,,,,,,,
"700000000",,"700000000","0",,"ALGAE","ALGAE","FAO GROUPING","3","0",,,,,,,"GENERIC TERM",,,,,,,,
"701000000",,"701000000","0",,"CHLOROPHYCEAE","CHLOROPHYCEAE","CLASS","3","0",,,,,,,"CODES 701000000 TO 771000000 BASED ON THE TEXTBOOK OF ALGAE BY SHARMA https://www.google.com/books/edition/Textbook_of_Algae/hOa74Hm4zDIC?hl=en",,,"4",,,,,
"701010005",,"701010005","0",,"CAULERPALES","CAULERPALES","ORDER","3","0",,"9/16/2002 0:00",,,,,"WORMS",,"6",,,,,,
"702000000",,"702000000","0",,"VOLVOCALES","VOLVOCALES","ORDER","3","0",,,,,,,,,,,,,,,
"703010000",,"703010000","0",,"CHLAMYDOMONAD","CHLAMYDOMONADACEA","FAMILY","3","0",,,,,,,"ITIS",,,,,,,,
"703020000",,"703020000","0",,"SPHAERELLACEA","SPHAERELLACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"703030000",,"703030000","0",,"POLYBLEPHARID","POLYBLEPHARIDACEA","FAMILY","3","0",,,,,,,"ITIS",,,,,,,,
"703040000",,"703040000","0",,"PLACOTACEAE","PLACOTACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"704000000",,"704000000","0",,"TETRASPORINEA","TETRASPORINEAE","SUBORDER","3","0",,,,,,,,,,,,,,,
"704010000",,"704010000","0",,"TETRASPORACEA","TETRASPORACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"704020000",,"704020000","0",,"PALMELLACEAE","PALMELLACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"705000000",,"705000000","0",,"CHLORODENDRIN","CHLORODENDRINEAE","SUBORDER","3","0",,,,,,,,,,,,,,,
"705010000",,"705010000","0",,"CHLORODENDRAC","CHLORODENDRACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706000000",,"706000000","0",,"CHLOROCOCCALE","CHLOROCOCCALES","ORDER","3","0",,,,,,,,,,,,,,,
"706010000",,"706010000","0",,"CHLOROCOCCACE","CHLOROCOCCACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706020000",,"706020000","0",,"EREMOSPHAERAC","EREMOSPHAERACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706030000",,"706030000","0",,"CHLORELLACEAE","CHLORELLACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706040000",,"706040000","0",,"OOCYSTACEAE","OOCYSTACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706050000",,"706050000","0",,"SELENASTRACEA","SELENASTRACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706060000",,"706060000","0",,"DICTYOSPHAERI","DICTYOSPHAERIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706070000",,"706070000","0",,"HYDRODICTYACE","HYDRODICTYACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"706080000",,"706080000","0",,"COELASTRACEAE","COELASTRACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"707000000",,"707000000","0",,"ULOTRICHALES","ULOTRICHALES","ORDER","3","0",,,,,,,,,,,,,,,
"708000000",,"708000000","0",,"ULOTRICHINEAE","ULOTRICHINEAE","SUBORDER","3","0",,,,,,,,,,,,,,,
"708010000",,"708010000","0",,"ULOTRICHACEAE","ULOTRICHACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"708020000",,"708020000","0",,"MICROSPORACEA","MICROSPORACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"708030000",,"708030000","0",,"CYLINDROCAPSA","CYLINDROCAPSACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"708040000",,"708040000","0",,"ULVACEAE","ULVACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"708050000",,"708050000","0",,"ENDOSPHAERACE","ENDOSPHAERACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"709000000",,"709000000","0",,"PRASIOLINEAE","PRASIOLINEAE","SUBORDER","3","0",,,,,,,,,,,,,,,
"709010000",,"709010000","0",,"PRASIOLACEAE","PRASIOLACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"710000000",,"710000000","0",,"SPHAEROPLEINE","SPHAEROPLEINEAE","SUBORDER","3","0",,,,,,,,,,,,,,,
"710010000",,"710010000","0",,"SPHAEROPLEACE","SPHAEROPLEACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"711000000",,"711000000","0",,"CLADOPHORALES","CLADOPHORALES","ORDER","3","0",,,,,,,,,,,,,,,
"711010000",,"711010000","0",,"CLADOPHORACEA","CLADOPHORACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"711020000",,"711020000","0",,"ACROSIPHONIAC","ACROSIPHONIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"712000000",,"712000000","0",,"CHAETOPHORALE","CHAETOPHORALES","ORDER","3","0",,,,,,,,,,,,,,,
"712010000",,"712010000","0",,"CHAETOPHORACE","CHAETOPHORACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"712020000",,"712020000","0",,"TRENTEPOHLIAC","TRENTEPOHLIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"712030000",,"712030000","0",,"COLEOCHAETACE","COLEOCHAETACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"712040000",,"712040000","0",,"CHAETOSPHAERI","CHAETOSPHAERIDIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"712050000",,"712050000","0",,"PLEUROCOCCACE","PLEUROCOCCACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"713000000",,"713000000","0",,"OEDOGONIALES","OEDOGONIALES","ORDER","3","0",,,,,,,,,,,,,,,
"713010000",,"713010000","0",,"OEDOGONIACEAE","OEDOGONIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"714000000",,"714000000","0",,"CONJUGALES","CONJUGALES","ORDER","3","0",,,,,,,,,,,,,,,
"715000000",,"715000000","0",,"EUCONJUGATAE","EUCONJUGATAE","SUBORDER","3","0",,,,,,,"http://sn2000.taxonomy.nl/Main/Classification/121415.htm",,,,,,,,
"772070000",,"772070000","0",,"SPERMATOCHNAC","SPERMATOCHNACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"772080000",,"772080000","0",,"SPLACHNIDIACE","SPLACHNIDIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"772090000",,"772090000","0",,"PUNCTARIACEAE","PUNCTARIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"772100000",,"772100000","0",,"ASPEROCOCCACE","ASPEROCOCCACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"772110000",,"772110000","0",,"ENCOELIACEAE","ENCOELIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"772120000",,"772120000","0",,"DICTYOSIPHONA","DICTYOSIPHONACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"773000000",,"773000000","0",,"TILOPTERIDALE","TILOPTERIDALES","ORDER","3","0",,,,,,,,,,,,,,,
"774000000",,"774000000","0",,"CUTLERIALES","CUTLERIALES","ORDER","3","0",,,,,,,,,,,,,,,
"775000000",,"775000000","0",,"SPOROCHNALES","SPOROCHNALES","ORDER","3","0",,,,,,,,,,,,,,,
"776000000",,"776000000","0",,"DESMARESTIALE","DESMARESTIALES","ORDER","3","0",,,,,,,,,,,,,,,
"777000000",,"777000000","0",,"LAMINARIALES","LAMINARIALES","ORDER","3","0",,,,,,,,,,,,,,,
"777010000",,"777010000","0",,"CHORDACEAE","CHORDACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"777020000",,"777020000","0",,"LAMINARIACEAE","LAMINARIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"777030000",,"777030000","0",,"LESSONIACEAE","LESSONIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"777040000",,"777040000","0",,"ALARIACEAE","ALARIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"778000000",,"778000000","0",,"SPHACELARIALE","SPHACELARIALES","ORDER","3","0",,,,,,,,,,,,,,,
"778010000",,"778010000","0",,"SPHACELARIACE","SPHACELARIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"778020000",,"778020000","0",,"STYPOCAULACEA","STYPOCAULACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"778030000",,"778030000","0",,"CLADOSTEPHACE","CLADOSTEPHACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"778040000",,"778040000","0",,"CHORISTOCARPA","CHORISTOCARPACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"779000000",,"779000000","0",,"DICTYOTALES","DICTYOTALES","ORDER","3","0",,,,,,,,,,"4",,,,,
"779010000",,"779010000","0",,"DICTYOTACEAE","DICTYOTACEAE","FAMILY","3","0",,,,,,,,,,"4",,,,,
"779010100",,"779010100","0",,"DICTYOTA","DICTYOTA","GENUS","3","0","779010000","9/16/2002 0:00",,,,,,,"6","4",,,,,
"779010200",,"779010200","0",,"STYPOPODIUM","STYPOPODIUM","GENUS","3","0","779010000","9/16/2002 0:00",,,,,,,"6","4",,,,,
"779010300",,"779010300","0",,"PADINA","PADINA","GENUS","3","0","779010000","9/16/2002 0:00",,,,,,,"6","4",,,,,
"779010400",,"779010400","0",,"LOBOPHORA","LOBOPHORA","GENUS","3","0","779010000","9/16/2002 0:00",,,,,,,"6","4",,,,,
"779010401",,"779010401","0",,"LOBOPHOVARIEG","LOBOPHORA VARIEGATA","SPECIES","3","0","779010400","9/16/2002 0:00",,,,,,,"6","4",,,,,
"780000000",,"780000000","0",,"FUCALES","FUCALES","ORDER","3","0",,,,,,,,,,"4",,,,,
"780020000",,"780020000","0",,"HIMANTHALIACE","HIMANTHALIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"780030000","780040000","780040000","1",,"CYSTOSEIRACEA","CYSTOSEIRACEAE","FAMILY","3","0",,,"2/11/2021 0:00",,,,,,,,,,,,
"780040000",,"780040000","0",,"SARGASSACEAE","SARGASSACEAE","FAMILY","3","0",,,,,,,,,,"4",,,,,
"780050000",,"780050000","0",,"HORMOSIRACEAE","HORMOSIRACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"780060000",,"780060000","0",,"DURXILLEACEAE","DURXILLEACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"780070000",,"780070000","0",,"ASCOSEIRACEAE","ASCOSEIRACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"781000000",,"781000000","0",,"RHODOPHYCEAE","RHODOPHYCEAE","CLASS","3","0",,,,,,,"https://www.biologydiscussion.com/algae/rhodophyceae-description-characteristics-and-classification/46763",,,"4",,,,,
"782000000",,"782000000","0",,"BANGIALES","BANGIALES","ORDER","3","0",,,,,,,,,,,,,,,
"782010000",,"782010000","0",,"BANGIACEAE","BANGIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"782020000",,"782020000","0",,"PORPHYRIDIACE","PORPHYRIDIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"782030000",,"782030000","0",,"ERYTHROPELTID","ERYTHROPELTIDACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"783000000",,"783000000","0",,"FLORIDEAE","FLORIDEAE","CLASS","3","0",,,,,,,"https://en.wikipedia.org/wiki/Florideae",,,,,,,,
"784000000",,"784000000","0",,"NEMALIONALES","NEMALIONALES","ORDER","3","0",,"9/16/2002 0:00",,,,"CHANGED TO MATCH DBMS/ALIAS WAS NEMALIALES",,"NEMALIALES","1","4",,,,,
"784010000",,"784010000","0",,"ACROCHAETIACE","ACROCHAETIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784020000",,"784020000","0",,"BATRACHOSPERM","BATRACHOSPERMACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784030000",,"784030000","0",,"LEMANEACEAE","LEMANEACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784040000",,"784040000","0",,"NACCARIACEAE","NACCARIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784050000",,"784050000","0",,"BONNEMAISONIA","BONNEMAISONIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784060000",,"784060000","0",,"THOREACEAE","THOREACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784070000",,"784070000","0",,"HELMINTHOCLAD","HELMINTHOCLADIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"784080000",,"784080000","0",,"CHAETANGIACEA","CHAETANGIACEAE","FAMILY","3","0",,,,,,,,,,"4",,,,,
"784080100",,"784080100","0",,"GALAXAURA","GALAXAURA","GENUS","3","0","784080000","9/16/2002 0:00",,,,,,,"6","4",,,,,
"785000000",,"785000000","0",,"GELIDIALES","GELIDIALES","ORDER","3","0",,,,,,,,,,,,,,,
"785010000",,"785010000","0",,"GELIDIACEAE","GELIDIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786000000",,"786000000","0",,"CRYPTONEMIALE","CRYPTONEMIALES","ORDER","3","0",,,,,,,,,,"4",,,,,
"786010000",,"786010000","0",,"GLOEOSIPHONIA","GLOEOSIPHONIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786020000",,"786020000","0",,"ENDOCLADIACEA","ENDOCLADIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786030000",,"786030000","0",,"CALLYMENIACEA","CALLYMENIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786040000",,"786040000","0",,"GRATELOUPIACE","GRATELOUPIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786050000",,"786050000","0",,"DUMONTIACEAE","DUMONTIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786060000",,"786060000","0",,"CRUORIACEAE","CRUORIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786070000",,"786070000","0",,"RHIZOPHYLLIDA","RHIZOPHYLLIDACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786080000",,"786080000","0",,"SQUAMARIACEAE","SQUAMARIACEAE","FAMILY","3","0",,,,,,,,,,,,,,,
"786090000",,"786090000","0",,"CORALLINACEAE","CORALLINACEAE","FAMILY","3","0",,,,,,,,,,"4",,,,,
"786090100",,"786090100","0",,"AMPHIROA","AMPHIROA","GENUS","3","0","786090000","9/16/2002 0:00",,,,,,,"6","4",,,,,
